,name,percent,class,category,produce,supply,img_url
56,디카이퍼 애프리코트 브랜디,20.0%,리큐르,,DE KUYPER ROYAL DISTILLERS,에프제이코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/186.__%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8C%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%83%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%91%E1%85%A5_%E1%84%8B%E1%85%A2%E1%84%91%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8F%E1%85%A9%E1%84%90%E1%85%B3_%E1%84%87%E1%85%B3%E1%84%85%E1%85%A2%E1%86%AB%E1%84%83%E1%85%B5.png
57,디카이퍼 블루베리,15.0%,리큐르,,DE KUYPER ROYAL DISTILLERS,에프제이코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/185._%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8C%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%83%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%91%E1%85%A5_%E1%84%87%E1%85%B3%E1%86%AF%E1%84%85%E1%85%AE%E1%84%87%E1%85%A6%E1%84%85%E1%85%B5.png
58,디카이퍼 버터스카치,15.0%,리큐르,,DE KUYPER ROYAL DISTILLERS,에프제이코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/184._%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8C%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%83%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%91%E1%85%A5_%E1%84%87%E1%85%A5%E1%84%90%E1%85%A5%E1%84%89%E1%85%B3%E1%84%8F%E1%85%A1%E1%84%8E%E1%85%B5.png
59,디카이퍼 바나나,15.0%,리큐르,,DE KUYPER ROYAL DISTILLERS,에프제이코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/183._%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8C%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%83%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%91%E1%85%A5_%E1%84%87%E1%85%A1%E1%84%82%E1%85%A1%E1%84%82%E1%85%A1.png
60,디카이퍼 민트 화이트,24.0%,리큐르,,DE KUYPER ROYAL DISTILLERS,에프제이코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/182._%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8C%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%83%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%91%E1%85%A5_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%90%E1%85%B3_%E1%84%92%E1%85%AA%E1%84%8B%E1%85%B5%E1%84%90%E1%85%B3.png
61,디카이퍼 민트 그린,24.0%,리큐르,,DE KUYPER ROYAL DISTILLERS,에프제이코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/181._%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8C%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%83%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%91%E1%85%A5_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%90%E1%85%B3_%E1%84%80%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB.png
62,디카이퍼 멜론,15.0%,리큐르,,DE KUYPER ROYAL DISTILLERS,에프제이코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/180._%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8C%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%83%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%91%E1%85%A5_%E1%84%86%E1%85%A6%E1%86%AF%E1%84%85%E1%85%A9%E1%86%AB.png
63,디카이퍼 망고,15.0%,리큐르,,DE KUYPER ROYAL DISTILLERS,에프제이코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/179._%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8C%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%83%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%91%E1%85%A5_%E1%84%86%E1%85%A1%E1%86%BC%E1%84%80%E1%85%A9.png
64,디카이퍼 그레이프후르트,15.0%,리큐르,,DE KUYPER ROYAL DISTILLERS,에프제이코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/178._%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8C%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%83%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%91%E1%85%A5_%E1%84%80%E1%85%B3%E1%84%85%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%91%E1%85%B3%E1%84%92%E1%85%AE%E1%84%85%E1%85%B3%E1%84%90%E1%85%B3.png
65,디사론노,28.0%,리큐르,,ILLVA SARONNO S.P.A,에프제이코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/177._%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8C%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%83%E1%85%B5%E1%84%89%E1%85%A1%E1%84%85%E1%85%A9%E1%86%AB%E1%84%82%E1%85%A9.png
66,로트캐피언 멈 버젤페터,30.0%,리큐르,,로트캐피언 멈,금양인터내셔날,https://stage-cdn.veluga.kr/files/supplier/137/drinks/245._%E1%84%85%E1%85%A9%E1%84%90%E1%85%B3%E1%84%8F%E1%85%A2%E1%84%91%E1%85%B5%E1%84%8B%E1%85%A5%E1%86%AB_%E1%84%86%E1%85%A5%E1%86%B7_%E1%84%87%E1%85%A5%E1%84%8C%E1%85%A6%E1%86%AF%E1%84%91%E1%85%A6%E1%84%90%E1%85%A5.png
67,베드렌 민트 화이트,18.0%,리큐르,,베드렌,(주)아영에프비씨,https://cdn.veluga.kr/files/supplier/115/drinks/1990_VEDRENNE_MINT_WHITE.png
68,베드렌 트리플섹,35.0%,리큐르,,베드렌,(주)아영에프비씨,https://cdn.veluga.kr/files/supplier/115/drinks/1998_VEDRENNE_TRIPLE_SEC.png
69,베드렌 피치,15.0%,리큐르,,베드렌,(주)아영에프비씨,https://cdn.veluga.kr/files/supplier/115/drinks/1999_VEDRENNE_PEACH.png
70,베드렌 멜론,20.0%,리큐르,,베드렌,(주)아영에프비씨,https://cdn.veluga.kr/files/supplier/115/drinks/2000_VEDRENNE_MELON.png
71,베드렌 그린애플,18.0%,리큐르,,베드렌,(주)아영에프비씨,https://cdn.veluga.kr/files/supplier/115/drinks/2001_VEDRENNE_GREEN_APPLE.png
72,베드렌 블루 큐라소,25.0%,리큐르,,베드렌,(주)아영에프비씨,https://cdn.veluga.kr/files/supplier/115/drinks/2002_VEDRENNE_BLUE_CURACAO.png
73,페르넷 브랑카 멘타,28.0%,리큐르,,프라텔리 브랑카 디스틸러리,(주)아영에프비씨,https://cdn.veluga.kr/files/supplier/115/drinks/1107_FERNET%20BRANCA%20MENTA.png
74,도원결의40,40.0%,리큐르,,농업회사법인 (주)영덕주조,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%83%E1%85%A9%E1%84%8B%E1%85%AF%E1%86%AB%E1%84%80%E1%85%A7%E1%86%AF%E1%84%8B%E1%85%B4_40_1.png
75,도원결의25,25.0%,리큐르,,농업회사법인 (주)영덕주조,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%83%E1%85%A9%E1%84%8B%E1%85%AF%E1%86%AB%E1%84%80%E1%85%A7%E1%86%AF%E1%84%8B%E1%85%B4_25_1.png
76,도원결의15,15.0%,리큐르,,농업회사법인 (주)영덕주조,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%83%E1%85%A9%E1%84%8B%E1%85%AF%E1%86%AB%E1%84%80%E1%85%A7%E1%86%AF%E1%84%8B%E1%85%B4_15_1.png
77,팔리니 리몬첼로,26.0%,리큐르,,팔리니,롯데칠성음료 스피리츠부문,https://assets.business.veluga.kr/media/public/%E1%84%91%E1%85%A1%E1%86%AF%E1%84%85%E1%85%B5%E1%84%82%E1%85%B5_%E1%84%85%E1%85%B5%E1%84%86%E1%85%A9%E1%86%AB%E1%84%8E%E1%85%A6%E1%86%AF%E1%84%85%E1%85%A9_1.png
78,곰이 사랑한 꿀술,16.0%,리큐르,,농업회사법인 (주)술샘,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%80%E1%85%A9%E1%86%B7%E1%84%8B%E1%85%B5%E1%84%89%E1%85%A1%E1%84%85%E1%85%A1%E1%86%BC%E1%84%92%E1%85%A1%E1%86%AB%E1%84%81%E1%85%AE%E1%86%AF%E1%84%89%E1%85%AE%E1%86%AF%E1%84%83%E1%85%A2%E1%84%91%E1%85%AD_1.png
79,카파리,20.0%,리큐르,,사제락 컴퍼니,(주)비이엑스스피리츠코리아,https://assets.business.veluga.kr/media/public/15.Kapali.png
80,티 레드,16.0%,리큐르,,니바 디스틸러리 컴퍼니,(주)비이엑스스피리츠코리아,https://assets.business.veluga.kr/media/public/14.TRed_8006.png
81,서던 컴포트 블랙,40.0%,리큐르,,사제락 컴퍼니,(주)비이엑스스피리츠코리아,https://assets.business.veluga.kr/media/public/13.southern-comfort-black_750ml.png
82,서던 컴포트 오리지널,35.0%,리큐르,,사제락 컴퍼니,(주)비이엑스스피리츠코리아,https://assets.business.veluga.kr/media/public/12.southern-comfort-original_50ml.png
83,파이어볼,33.0%,리큐르,,사제락 디스틸러리스 캐나다,(주)비이엑스스피리츠코리아,https://assets.business.veluga.kr/media/public/10.%E1%84%91%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A5%E1%84%87%E1%85%A9%E1%86%AF_50ml.png
84,킹스진저,41.0%,리큐르,,베리 브로스 앤 러드,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/BBR_Kings_ginger.png
85,패트론 시트론지 오렌지,35.0%,리큐르,,더 패트론 스피릿 컴퍼니,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/Patron_Citronge_Orange.png
86,패트론 시트론지 망고,35.0%,리큐르,,더 패트론 스피릿 컴퍼니,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/Patron_Citronge_Mango.png
87,아베르나,29.0%,리큐르,,캄파리 그룹,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/Averna.png
88,치나,16.5%,리큐르,,캄파리 그룹,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/Cynar.png
89,진자노 1757 엑스트라 드라이,18.0%,리큐르,,캄파리 그룹,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/1757_Extra_dry.png
90,진자노 1757 로소,16.0%,리큐르,,캄파리 그룹,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/1757_Rosso.png
91,진자노 엑스트라 드라이,18.0%,리큐르,,캄파리 그룹,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/Extra_Dry.png
92,진자노 비앙코,15.0%,리큐르,,캄파리 그룹,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/Bianco.png
93,진자노 로소,15.0%,리큐르,,캄파리 그룹,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/Rosso.png
94,프란젤리코,20.0%,리큐르,,캄파리 그룹,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/Frangelico.png
95,그랑 마니에르,40.0%,리큐르,,캄파리 그룹,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/Grand_Marnier.png
96,아메리칸 허니,35.5%,리큐르,,캄파리 그룹,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/American_honey.png
97,아페롤,11.0%,리큐르,,캄파리 그룹,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/Aperol.png
98,캄파리,25.0%,리큐르,,캄파리 그룹,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/Campari.png
99,엑스레이티드,17.0%,리큐르,,캄파리 그룹,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/X-rated.png
100,미스터 보스턴 까시스,15.0%,리큐르,,미스터 보스턴 컴퍼니,메타베브코리아 주식회사,https://assets.business.veluga.kr/media/public/Mr._Boston_Cassis.png
101,미스터 보스턴 사워 애플 슈냅스,15.0%,리큐르,,미스터 보스턴 컴퍼니,메타베브코리아 주식회사,https://assets.business.veluga.kr/media/public/Mr._Boston_Sour_Apple_Schnapps.png
102,미스터 보스턴 트리플 섹,15.0%,리큐르,,미스터 보스턴 컴퍼니,메타베브코리아 주식회사,https://assets.business.veluga.kr/media/public/Mr._Boston_Triple_Sec.png
103,미스터 보스턴 크림 드 바나나,15.0%,리큐르,,미스터 보스턴 컴퍼니,메타베브코리아 주식회사,https://assets.business.veluga.kr/media/public/Mr._Boston_Creme_de_Banana.png
104,미스터 보스턴 블루 큐라소,15.0%,리큐르,,미스터 보스턴 컴퍼니,메타베브코리아 주식회사,https://assets.business.veluga.kr/media/public/Mr._Boston_Blue_Curacao.png
105,미스터 보스턴 멜론,17.0%,리큐르,,미스터 보스턴 컴퍼니,메타베브코리아 주식회사,https://assets.business.veluga.kr/media/public/Mr._Boston_Melon.png
106,미스터 보스턴 피치 슈냅스,15.0%,리큐르,,미스터 보스턴 컴퍼니,메타베브코리아 주식회사,https://assets.business.veluga.kr/media/public/Mr._Boston_Peach_Schnapps.png
107,미스터 보스턴 아마레토,15.0%,리큐르,,미스터 보스턴 컴퍼니,메타베브코리아 주식회사,https://assets.business.veluga.kr/media/public/Mr._Boston_Amaretto.png
108,미드나잇 문 오리지널 문샤인,40.0%,리큐르,,피에몬트 디스틸러스,메타베브코리아 주식회사,https://assets.business.veluga.kr/media/public/PIEDMONT_Midnight_Moon_Original_Moonshine.png
109,미드나잇 문 애플 파이 문샤인,35.0%,리큐르,,피에몬트 디스틸러스,메타베브코리아 주식회사,https://assets.business.veluga.kr/media/public/PIEDMONT_Midnight_Moon_Apple_Pie.png
110,이탈리쿠스,20.0%,리큐르,,토리노 디스틸러리,메타베브코리아 주식회사,https://assets.business.veluga.kr/media/public/Torino_Italicus.png
111,그라이처 에어드베어 자네,15.0%,리큐르,,어거스트 언스트,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Ernst__Young_Specht_Greizer_ErdbeerSahne.png
112,올데슬로에 파이게,21.0%,리큐르,,어거스트 언스트,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Ernst__Young_Specht_Oldesloer_Feige.png
113,슈펙트 팜펠무제 로제,21.0%,리큐르,,어거스트 언스트,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Ernst__Young_Specht_Pampelmuse_Rose.png
114,슈펙트 팜펠무제,21.0%,리큐르,,어거스트 언스트,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Ernst__Young_Specht_Pampelmuse.png
115,푸쉬킨 넛츠 앤 누가,17.0%,리큐르,,베렌첸 그룹,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Berentzen_Puschkin_Nuts_and_Nougat.png
116,베렌첸 카라멜 크림,17.0%,리큐르,,베렌첸 그룹,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Berentzen_Caramel_Cream.png
117,베렌첸 커피 크림,17.0%,리큐르,,베렌첸 그룹,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Berentzen_Coffee_Cream.png
118,베렌첸 페어,15.0%,리큐르,,베렌첸 그룹,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Berentzen_Pear.png
119,베렌첸 사워 애플,16.0%,리큐르,,베렌첸 그룹,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Berentzen_Sour_Apple.png
120,베렌첸 와일드 체리,16.0%,리큐르,,베렌첸 그룹,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Berentzen_Wild_Cherry.png
121,베렌첸 피치,20.0%,리큐르,,베렌첸 그룹,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Berentzen_Peach.png
122,베렌첸 애플,18.0%,리큐르,,베렌첸 그룹,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Berentzen_Apple.png
123,베렌첸 아이스 민트,50.0%,리큐르,,베렌첸 그룹,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Berentzen_ICEMINT.png
124,베렌첸 애플 버번,28.0%,리큐르,,베렌첸 그룹,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Berentzen_Apple_Bourbon.png
125,패트론 엑스오 카페,35.0%,리큐르,,더 패트론 스피릿 컴퍼니,트랜스베버리지 주식회사,https://assets.business.veluga.kr/media/public/Patron_XO_Caf%C3%A9.png
126,니와노 우구이스 마루고토 유즈우메슈,11.0%,리큐르,,야마구치주조장,주식회사 일로,https://stage-cdn.veluga.kr/files/supplier/temporary/drinks/270.%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%8B%E1%85%B5%E1%86%AF%E1%84%85%E1%85%A9_%E1%84%82%E1%85%B5%E1%84%8B%E1%85%AA%E1%84%82%E1%85%A9_%E1%84%8B%E1%85%AE%E1%84%80%E1%85%AE%E1%84%8B%E1%85%B5%E1%84%89%E1%85%B3_%E1%84%86%E1%85%A1%E1%84%85%E1%85%AE%E1%84%80%E1%85%A9%E1%84%90%E1%85%A9_%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%AE%E1%84%86%E1%85%A6%E1%84%89%E1%85%B2.png
127,쿠다몬 우메슈,10.0%,리큐르,,와카나미주조,주식회사 일로,https://stage-cdn.veluga.kr/files/supplier/temporary/drinks/182.%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%8B%E1%85%B5%E1%86%AF%E1%84%85%E1%85%A9_%E1%84%8F%E1%85%AE%E1%84%83%E1%85%A1%E1%84%86%E1%85%A9%E1%86%AB_%E1%84%8B%E1%85%AE%E1%84%86%E1%85%A6%E1%84%89%E1%85%B2.png
128,츠쿠시 우메슈,12.0%,리큐르,,니시요시다주조,주식회사 일로,https://stage-cdn.veluga.kr/files/supplier/temporary/drinks/181.%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%8B%E1%85%B5%E1%86%AF%E1%84%85%E1%85%A9_%E1%84%8E%E1%85%B3%E1%84%8F%E1%85%AE%E1%84%89%E1%85%B5_%E1%84%8B%E1%85%AE%E1%84%86%E1%85%A6%E1%84%89%E1%85%B2.png
129,머드쉐이크 에스프레소,4.0%,리큐르,,Independent Liquor Nz Limited,(주)인디펜던트리쿼코리아,https://cdn.veluga.kr/files/supplier/310/drinks/21.%E1%84%8C%E1%85%AE%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%83%E1%85%B5%E1%84%91%E1%85%A2%E1%86%AB%E1%84%83%E1%85%A5%E1%86%AB%E1%84%90%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8F%E1%85%AF%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A5%E1%84%83%E1%85%B3%E1%84%89%E1%85%B0%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%B3_%E1%84%8B%E1%85%A6%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%84%85%E1%85%A6%E1%84%89%E1%85%A9.png
130,머드쉐이크 초콜렛,4.0%,리큐르,,Independent Liquor Nz Limited,(주)인디펜던트리쿼코리아,https://cdn.veluga.kr/files/supplier/310/drinks/20.%E1%84%8C%E1%85%AE%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%83%E1%85%B5%E1%84%91%E1%85%A2%E1%86%AB%E1%84%83%E1%85%A5%E1%86%AB%E1%84%90%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8F%E1%85%AF%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A5%E1%84%83%E1%85%B3%E1%84%89%E1%85%B0%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%B3_%E1%84%8E%E1%85%A9%E1%84%8F%E1%85%A9%E1%86%AF%E1%84%85%E1%85%A6%E1%86%BA.png
131,KGB 보드카 레몬,5.0%,리큐르,,Independent Liquor Nz Limited,(주)인디펜던트리쿼코리아,https://cdn.veluga.kr/files/supplier/310/drinks/19.%E1%84%8C%E1%85%AE%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%83%E1%85%B5%E1%84%91%E1%85%A2%E1%86%AB%E1%84%83%E1%85%A5%E1%86%AB%E1%84%90%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8F%E1%85%AF%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_KGB_%E1%84%87%E1%85%A9%E1%84%83%E1%85%B3%E1%84%8F%E1%85%A1_%E1%84%85%E1%85%A6%E1%84%86%E1%85%A9%E1%86%AB.png
132,복받은 부라더,11.0%,리큐르,,보해양조(주),보해양조(주),https://cdn.veluga.kr/files/supplier/303/drinks/36.%E1%84%87%E1%85%A9%E1%84%92%E1%85%A2%E1%84%8B%E1%85%A3%E1%86%BC%E1%84%8C%E1%85%A9%E1%84%8C%E1%85%AE_%E1%84%87%E1%85%A9%E1%86%A8%E1%84%87%E1%85%A1%E1%86%AE%E1%84%8B%E1%85%B3%E1%86%AB_%E1%84%87%E1%85%AE%E1%84%85%E1%85%A1%E1%84%83%E1%85%A5.png
133,좋은데이 깔라만시,12.5%,리큐르,,(주)무학,(주)무학,https://cdn.veluga.kr/files/supplier/302/drinks/23.%E1%84%8C%E1%85%AE%E1%84%86%E1%85%AE%E1%84%92%E1%85%A1%E1%86%A8_%E1%84%8C%E1%85%A9%E1%87%82%E1%84%8B%E1%85%B3%E1%86%AB%E1%84%83%E1%85%A6%E1%84%8B%E1%85%B5_%E1%84%81%E1%85%A1%E1%86%AF%E1%84%85%E1%85%A1%E1%84%86%E1%85%A1%E1%86%AB%E1%84%89%E1%85%B5.png
134,좋은데이 민트초코,12.5%,리큐르,,(주)무학,(주)무학,https://cdn.veluga.kr/files/supplier/302/drinks/22.%E1%84%8C%E1%85%AE%E1%84%86%E1%85%AE%E1%84%92%E1%85%A1%E1%86%A8_%E1%84%8C%E1%85%A9%E1%87%82%E1%84%8B%E1%85%B3%E1%86%AB%E1%84%83%E1%85%A6%E1%84%8B%E1%85%B5_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%90%E1%85%B3%E1%84%8E%E1%85%A9%E1%84%8F%E1%85%A9.png
135,좋은데이 블루베리,13.5%,리큐르,,(주)무학,(주)무학,https://cdn.veluga.kr/files/supplier/302/drinks/21.%E1%84%8C%E1%85%AE%E1%84%86%E1%85%AE%E1%84%92%E1%85%A1%E1%86%A8_%E1%84%8C%E1%85%A9%E1%87%82%E1%84%8B%E1%85%B3%E1%86%AB%E1%84%83%E1%85%A6%E1%84%8B%E1%85%B5_%E1%84%87%E1%85%B3%E1%86%AF%E1%84%85%E1%85%AE%E1%84%87%E1%85%A6%E1%84%85%E1%85%B5.png
136,좋은데이 사과,13.5%,리큐르,,(주)무학,(주)무학,https://cdn.veluga.kr/files/supplier/302/drinks/20.%E1%84%8C%E1%85%AE%E1%84%86%E1%85%AE%E1%84%92%E1%85%A1%E1%86%A8_%E1%84%8C%E1%85%A9%E1%87%82%E1%84%8B%E1%85%B3%E1%86%AB%E1%84%83%E1%85%A6%E1%84%8B%E1%85%B5_%E1%84%89%E1%85%A1%E1%84%80%E1%85%AA.png
137,좋은데이 석류,13.5%,리큐르,,(주)무학,(주)무학,https://cdn.veluga.kr/drinks/19940/main/6f4ae6787c9d43a8bab0504053a21f02_Untitled-1.png
138,좋은데이 파인애플,13.5%,리큐르,,(주)무학,(주)무학,https://cdn.veluga.kr/files/supplier/302/drinks/18.%E1%84%8C%E1%85%AE%E1%84%86%E1%85%AE%E1%84%92%E1%85%A1%E1%86%A8_%E1%84%8C%E1%85%A9%E1%87%82%E1%84%8B%E1%85%B3%E1%86%AB%E1%84%83%E1%85%A6%E1%84%8B%E1%85%B5_%E1%84%91%E1%85%A1%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%8B%E1%85%A2%E1%84%91%E1%85%B3%E1%86%AF.png
139,동강 더덕주,20.0%,리큐르,,영월더덕 영농조합법인,한국술유통,https://cdn.veluga.kr/files/supplier/temporary/drinks/72.%E1%84%92%E1%85%A1%E1%86%AB%E1%84%80%E1%85%AE%E1%86%A8%E1%84%89%E1%85%AE%E1%86%AF%E1%84%8B%E1%85%B2%E1%84%90%E1%85%A9%E1%86%BC_%E1%84%83%E1%85%A9%E1%86%BC%E1%84%80%E1%85%A1%E1%86%BC_%E1%84%83%E1%85%A5%E1%84%83%E1%85%A5%E1%86%A8%E1%84%8C%E1%85%AE.png
